link,address,dealer,price,beds,baths,area
https://www.zillow.com/homedetails/9177-E-Oxford-Dr-Denver-CO-80237/13422002_zpid/,"9177 E Oxford Drive, Denver, CO 80237","MLS ID #8347599, THE DENVER 100 LLC","$399,000",4,2,"1,370"
https://www.zillow.com/homedetails/188-Starlight-Pl-Pagosa-Springs-CO-81147/235401698_zpid/,"188 Starlight Pl, Pagosa Springs, CO 81147",,"$299,000",4,2,"1,370"
https://www.zillow.com/homedetails/26271-Richmond-Hill-Rd-Conifer-CO-80433/124230068_zpid/,"26271 Richmond Hill Road, Conifer, CO 80433","MLS ID #5038277, LIV SOTHEBY'S INTERNATIONAL REALTY","$3,750,000",4,2,"1,370"
https://www.zillow.com/homedetails/3920-N-Carefree-Cir-Cir-CO-80917/13587516_zpid/,"3920 N Carefree Cir, Cir, CO 80917","NEST EGG REALTY, LLC","$414,719",4,2,"1,370"
https://www.zillow.com/homedetails/328-Quay-St-Lakewood-CO-80226/13768035_zpid/,"328 Quay St, Lakewood, CO 80226","RE/MAX ALLIANCE-FTC SOUTH, Kim Choi","$549,000",4,2,"1,370"
https://www.zillow.com/homedetails/551-Bellevue-Pl-Pueblo-CO-81004/14029194_zpid/,"551 Bellevue Pl, Pueblo, CO 81004",STONE GABLE REALTY,"$255,000",4,2,"1,370"
https://www.zillow.com/homedetails/1152-S-Zeno-Way-UNIT-A-Aurora-CO-80017/13072775_zpid/,"1152 S Zeno Way UNIT A, Aurora, CO 80017","OWN-SWEETHOME REALTY, Irina Debirova","$350,000",4,2,"1,370"
https://www.zillow.com/homedetails/407-Hover-St-Longmont-CO-80503/13219322_zpid/,"407 Hover Street, Longmont, CO 80501","MLS ID #2346357, HOMESMART REALTY","$648,900",4,2,"1,370"
https://www.zillow.com/homedetails/21955-Sweet-Rd-Peyton-CO-80831/121870212_zpid/,"21955 Sweet Rd, Peyton, CO 80831",THE PLATINUM GROUP,"$634,900",4,4,"2,793"
https://www.zillow.com/homedetails/2732-Northcrest-Dr-Colorado-Springs-CO-80918/13588722_zpid/,"2732 Northcrest Dr, Colorado Springs, CO 80918","THE DANIELS TEAM, LLC","$475,000",4,4,"2,793"
https://www.zillow.com/homedetails/60001-County-Road-G-Center-CO-81125/236468797_zpid/,"60001 County Road G, Center, CO 81125",,"$500,000",4,4,"2,793"
https://www.zillow.com/homedetails/2237-Del-Mar-Dr-Colorado-Springs-CO-80910/13626558_zpid/,"2237 Del Mar Dr, Colorado Springs, CO 80910",RE/MAX REAL ESTATE GROUP LLC,"$280,000",4,4,"2,793"
https://www.zillow.com/homedetails/11210-Wintergreen-Dr-Parker-CO-80138/13474150_zpid/,"11210 Wintergreen Drive, Parker, CO 80138","MLS ID #4224645, YOUR HOME SOLD GUARANTEED REALTY","$524,990",4,4,"2,793"
https://www.zillow.com/homedetails/3809-Nuevo-Dr-Colorado-Springs-CO-80918/13583284_zpid/,"3809 Nuevo Dr, Colorado Springs, CO 80918",RE/MAX REAL ESTATE GROUP LLC,"$614,900",4,4,"2,793"
https://www.zillow.com/homedetails/9197-Glitter-Way-Colorado-Springs-CO-80924/2066829741_zpid/,"9197 Glitter Way, Colorado Springs, CO 80924",KELLER WILLIAMS REALTY DTC LLC,"$889,000",4,4,"2,793"
https://www.zillow.com/homedetails/18234-E-Arizona-Ave-Aurora-CO-80017/2054727790_zpid/,"18234 E Arizona Avenue  Unit E, Aurora, CO 80017","MLS ID #5961318, KEY TEAM REAL ESTATE CORP.","$298,000",4,4,"2,793"
https://www.zillow.com/homedetails/524-Hampstead-Ave-Castle-Rock-CO-80104/13495183_zpid/,"524 Hampstead Ave, Castle Rock, CO 80104","KELLER WILLIAMS ACTION REALTY, LLC","$625,000",4,4,"2,793"
https://www.zillow.com/homedetails/1421-S-Dayton-Ct-Aurora-CO-80247/54642311_zpid/,"1421 S Dayton Court, Aurora, CO 80247","MLS ID #1727940, COMPASS - DENVER","$445,000",3,3,"1,712"
https://www.zillow.com/homedetails/7332-Island-Cir-Boulder-CO-80301/13199506_zpid/,"7332 Island Cir, Boulder, CO 80301","COLDWELL BANKER REALTY-BOULDER, Charlene Rosenblatt","$1,995,000",3,3,"1,712"
https://www.zillow.com/homedetails/20085-Lost-Arrowhead-Dr-Monument-CO-80132/13644579_zpid/,"20085 Lost Arrowhead Dr, Monument, CO 80132",THE PLATINUM GROUP,"$930,000",3,3,"1,712"
https://www.zillow.com/homedetails/19-Jason-St-Castle-Rock-CO-80109/121866492_zpid/,"19 Jason Street, Castle Rock, CO 80109","MLS ID #9904170, MEGASTAR REALTY","$105,000",3,3,"1,712"
https://www.zillow.com/homedetails/332-Highland-Hill-Dr-Durango-CO-81301/13932240_zpid/,"332 Highland Hill Dr, Durango, CO 81301",,"$999,000",3,3,"1,712"
https://www.zillow.com/homedetails/4045-Applewood-St-Grand-Junction-CO-81506/13962662_zpid/,"4045 Applewood St, Grand Junction, CO 81506",RED GLASSES REALTY KELLER WILLIAMS. Listing provided by GJARA,"$575,000",3,3,"1,712"
https://www.zillow.com/homedetails/0-Road-398-Buena-Vista-CO-81211/402736776_zpid/,"000 Road 398, Buena Vista, CO 81211","MLS ID #6263277, MOSSY OAK PROPERTIES / MOUNTAIN RANCH AND HOME BROKERS","$275,000",3,3,"1,712"
https://www.zillow.com/homedetails/746-Bow-Mountain-Rd-Boulder-CO-80304/13197074_zpid/,"746 Bow Mountain Road, Boulder, CO 80304","MLS ID #6588501, RIVER CITY REAL ESTATE, LLC","$950,000",3,3,"1,712"
https://www.zillow.com/homedetails/168-W-Sterne-Pkwy-Littleton-CO-80120/54648370_zpid/,"168 Sterne Parkway, Littleton, CO 80120","MLS ID #6114824, CENTURY 21 PROSPERITY","$449,900",2,2,"1,112"
https://www.zillow.com/homedetails/1972-S-Lincoln-St-Denver-CO-80210/13377865_zpid/,"1972 S Lincoln Street, Denver, CO 80210","MLS ID #8224981, COMPASS - DENVER","$995,000",2,2,"1,112"
https://www.zillow.com/homedetails/Tbd-Cr-243-Durango-CO-81301/2063301015_zpid/,"Tbd Cr 243, Durango, CO 81301",,"$55,000",2,2,"1,112"
https://www.zillow.com/homedetails/1253-Elizabeth-St-Denver-CO-80206/13326288_zpid/,"1253 Elizabeth Street, Denver, CO 80206","MLS ID #1817416, LIV SOTHEBY'S INTERNATIONAL REALTY","$1,450,000",2,2,"1,112"
https://www.zillow.com/homedetails/1281-Conifer-Trl-Elizabeth-CO-80107/13525790_zpid/,"1281 Conifer Trail, Elizabeth, CO 80107","MLS ID #9540111, RE/MAX PROFESSIONALS","$825,000",2,2,"1,112"
https://www.zillow.com/homedetails/7738-Bone-Creek-Point-Colorado-Springs-CO-80924/402574868_zpid/,"7738 Bone Creek Point, Colorado Springs, CO 80924",Challenger Homes,"$416,118",2,2,"1,112"
https://www.zillow.com/homedetails/88-S-Ridge-Cir-Bayfield-CO-81122/13937323_zpid/,"88 S Ridge Cir, Bayfield, CO 81122",,"$439,000",2,2,"1,112"
https://www.zillow.com/homedetails/8268-High-St-Denver-CO-80229/12988894_zpid/,"8268 High Street, Denver, CO 80229","MLS ID #5204370, REAL BROKER, LLC DBA REAL","$400,000",2,2,"1,112"
https://www.zillow.com/homedetails/19723-E-Wagontrail-Dr-Centennial-CO-80015/13110342_zpid/,"19723 E Wagontrail Drive, Centennial, CO 80015","MLS ID #5481047, 8Z REAL ESTATE","$465,000",2,2,"1,112"
https://www.zillow.com/homedetails/15208-W-Baker-Ave-Lakewood-CO-80228/116408463_zpid/,"15208 W Baker Avenue, Lakewood, CO 80228","MLS ID #4306910, GUIDE REAL ESTATE","$975,000",3,4,"3,078"
https://www.zillow.com/homedetails/41860-Muirfield-Loop-Elizabeth-CO-80107/82593177_zpid/,"41860 Muirfield Loop, Elizabeth, CO 80107","MLS ID #8630112, RE/MAX LEADERS","$925,000",3,4,"3,078"
https://www.zillow.com/homedetails/15776-E-Center-Ave-Aurora-CO-80017/13065388_zpid/,"15776 E Center Avenue, Aurora, CO 80017","MLS ID #6608152, MB PEZZUTI & ASSOCIATES","$449,000",3,4,"3,078"
https://www.zillow.com/homedetails/6231-Wallowing-Way-Colorado-Springs-CO-80925/181558756_zpid/,"6231 Wallowing Way, Colorado Springs, CO 80925",YOUR HOME SOLD GUARANTEED REALTY - BARB HAS THE BUYERS TEAM,"$385,000",3,4,"3,078"
https://www.zillow.com/homedetails/3323-3325-Poplar-St-Denver-CO-80207/442691320_zpid/,"3323-3325 Poplar Street, Denver, CO 80207","MLS ID #7184938, MOUNTAIN SKY REALTY","$685,000",3,4,"3,078"
https://www.zillow.com/homedetails/13220-E-110th-Pl-Commerce-City-CO-80603/102997195_zpid/,"13220 E 110th Place, Commerce City, CO 80022","MLS ID #9529022, Lennar, RE/MAX ALLIANCE - OLDE TOWN","$585,000",3,4,"3,078"
https://www.zillow.com/homedetails/46913-County-Road-89-Byers-CO-80105/92103106_zpid/,"46913 County Road 89, Byers, CO 80103","MLS ID #6166046, LIFETIME PROPERTIES","$1,200,000",3,4,"3,078"
https://www.zillow.com/homedetails/2121-W-Pikes-Peak-Ave-Colorado-Springs-CO-80904/13665545_zpid/,"2121 W Pikes Peak Ave, Colorado Springs, CO 80904",HOMESMART,"$389,900",3,4,"3,078"
https://www.zillow.com/homedetails/65849-Solar-Rd-Montrose-CO-81403/225172553_zpid/,"65849 Solar Rd, Montrose, CO 81403",,"$949,900",2,2,"2,000"
https://www.zillow.com/homedetails/2230-Jeanette-Way-Colorado-Springs-CO-80951/59737181_zpid/,"2230 Jeanette Way, Colorado Springs, CO 80951",MULDOON ASSOCIATES INC,"$397,500",2,2,"2,000"
https://www.zillow.com/homedetails/343-Emporia-St-Aurora-CO-80010/13037277_zpid/,"343 Emporia Street, Aurora, CO 80010","MLS ID #7488064, MB EXECUTIVE REALTY & INVESTMENTS","$529,900",2,2,"2,000"
https://www.zillow.com/homedetails/850-E-Radcliff-Ave-Cherry-Hills-Village-CO-80113/61208955_zpid/,"850 E Radcliff Avenue, Cherry Hills Village, CO 80113","MLS ID #7883050, COMPASS - DENVER","$3,750,000",2,2,"2,000"
https://www.zillow.com/homedetails/3823-N-Franklin-St-Denver-CO-80205/131678175_zpid/,"3823 N Franklin Street, Denver, CO 80205","MLS ID #4381419, PORCHLIGHT REAL ESTATE GROUP","$375,000",2,2,"2,000"
https://www.zillow.com/homedetails/114-Elk-Cir-Idaho-Springs-CO-80452/2075590746_zpid/,"114 Elk Circle, Idaho Springs, CO 80452","MLS ID #4240288, MILEHIMODERN","$65,000",2,2,"2,000"
https://www.zillow.com/homedetails/5571-N-Malta-St-Denver-CO-80249/119691890_zpid/,"5571 Malta Street, Denver, CO 80249","MLS ID #4010925, THRIVE REAL ESTATE GROUP","$500,000",2,2,"2,000"
https://www.zillow.com/homedetails/307-Rockledge-Rd-Vail-CO-81657/13501944_zpid/,"307 Rockledge Rd, Vail, CO 81657",RON BYRNE & ASSOCIATES R.E.,"$28,900,000",2,2,"2,000"
https://www.zillow.com/homedetails/6251-Saddlesmith-St-Castle-Pines-CO-80108/300015539_zpid/,"6251 Saddlesmith Street, Castle Pines, CO 80108","MLS ID #3244481, LIV SOTHEBY'S INTERNATIONAL REALTY","$899,900",5,4,"3,832"
https://www.zillow.com/homedetails/1500-W-Thornton-Pkwy-LOT-52-Thornton-CO-80260/58639125_zpid/,"1500 W Thornton Parkway  Lot 52, Thornton, CO 80260","MLS ID #4745588, KELLER WILLIAMS REALTY NORTHERN COLORADO","$50,000",5,4,"3,832"
https://www.zillow.com/homedetails/15018-Transfer-Rd-Olathe-CO-81425/225174813_zpid/,"15018 Transfer Rd, Olathe, CO 81425",,"$249,900",5,4,"3,832"
https://www.zillow.com/homedetails/1175-Ridge-Oaks-Dr-Castle-Rock-CO-80104/61085729_zpid/,"1175 Ridge Oaks Dr, Castle Rock, CO 80104",RE/MAX PROFESSIONALS,"$2,999,888",5,4,"3,832"
https://www.zillow.com/homedetails/14541-County-Road-13-Platteville-CO-80651/442151427_zpid/,"14541 County Road 13, Platteville, CO 80651","PACIFIC AUCTION & REALTY, Aaron Ault",$500K,5,4,"3,832"
https://www.zillow.com/homedetails/351-Mesa-Dr-Florissant-CO-80816/62717076_zpid/,"351 Mesa Dr, Florissant, CO 80816","MOSSY OAK PROPERTIES, COLORADO MOUNTAIN REALTY","$450,000",5,4,"3,832"
https://www.zillow.com/homedetails/8469-E-Briarwood-Ave-Englewood-CO-80112/13132552_zpid/,"8469 E Briarwood Ave, Centennial, CO 80112","MLS ID #8608423, KELLER WILLIAMS DTC","$575,000",5,4,"3,832"
https://www.zillow.com/homedetails/2045-Baseline-Dr-Grand-Junction-CO-81507/58734838_zpid/,"2045 Baseline Dr, Grand Junction, CO 81507",BRAY REAL ESTATE. Listing provided by GJARA,"$774,900",5,4,"3,832"
https://www.zillow.com/homedetails/963-Osage-Ave-Manitou-Springs-CO-80829/13662889_zpid/,"963 Osage Ave, Manitou Springs, CO 80829",RE/MAX PROPERTIES INC,"$649,000",3,3,"2,418"
https://www.zillow.com/homedetails/1209-Coyote-Ln-Wiggins-CO-80654/338187494_zpid/,"1209 Coyote Lane, Wiggins, CO 80654","MLS ID #8520193, EXP REALTY, LLC","$389,547",3,3,"2,418"
https://www.zillow.com/homedetails/9660-City-View-Dr-Morrison-CO-80465/13838334_zpid/,"9660 City View Drive, Morrison, CO 80465","MLS ID #7483211, COLORADO IS HOME REAL ESTATE GROUP","$680,000",3,3,"2,418"
https://www.zillow.com/homedetails/6722-Lakeview-Dr-Boulder-CO-80303/13198759_zpid/,"6722 Lakeview Dr, Boulder, CO 80303","RE/MAX OF BOULDER, INC, Patrick Dolan","$1,295,000",3,3,"2,418"
https://www.zillow.com/homedetails/2339-Lowell-Blvd-Denver-CO-80211/61433361_zpid/,"2339 Lowell Blvd, Denver, CO 80211","RE/MAX ALLIANCE-BOULDER, James Thomas","$625,000",3,3,"2,418"
https://www.zillow.com/homedetails/115-S-15th-St-Colorado-Springs-CO-80904/13667596_zpid/,"115 S 15th St, Colorado Springs, CO 80904",LIV SOTHEBY'S INTERNATIONAL REALTY CO SPRINGS,"$320,000",3,3,"2,418"
https://www.zillow.com/homedetails/3425-Vaughn-View-Dr-Pueblo-CO-81005/2102426131_zpid/,"3425 Vaughn View Dr, Pueblo, CO 81005",COMING HOME REALTY,"$579,000",3,3,"2,418"
https://www.zillow.com/homedetails/802-Cleveland-Ct-Louisville-CO-80027/13234863_zpid/,"802 Cleveland Ct, Louisville, CO 80027","COLDWELL BANKER REALTY-BOULDER, Stella Frossard","$1,350,000",3,3,"2,418"
https://www.zillow.com/homedetails/3018-Hooker-St-Denver-CO-80211/13311153_zpid/,"3018 Hooker Street, Denver, CO 80211","MLS ID #4233254, DERRICK FOWLER","$900,000",4,2,"2,110"
https://www.zillow.com/homedetails/33720-Road-26-Mc-Clave-CO-81057/441987361_zpid/,"33720 Road 26, Mc Clave, CO 81057",WILSON REALTY. Listing provided by PAR,"$120,000",4,2,"2,110"
https://www.zillow.com/homedetails/12790-Gould-Rd-Fountain-CO-80817/13551515_zpid/,"12790 Gould Rd, Fountain, CO 80817",COLDWELL BANKER BEYOND,"$600,000",4,2,"2,110"
https://www.zillow.com/homedetails/716-Ridgemont-Pl-Highlands-Ranch-CO-80126/52457545_zpid/,"716 Ridgemont Place, Highlands Ranch, CO 80126","MLS ID #7597549, JUGGLE REALTY LLC","$1,125,000",4,2,"2,110"
https://www.zillow.com/homedetails/175-Cornell-Cir-Pueblo-CO-81005/14033839_zpid/,"175 Cornell Cir, Pueblo, CO 81005",PINK REALTY. Listing provided by PAR,"$347,000",4,2,"2,110"
https://www.zillow.com/homedetails/53-Blue-Ridge-Rd-Breckenridge-CO-80424/194068123_zpid/,"53 Blue Ridge Rd, Breckenridge, CO 80424",LIV SOTHEBY'S I.R.,"$1,199,000",4,2,"2,110"
https://www.zillow.com/homedetails/924-W-Cucharras-St-Colorado-Springs-CO-80905/13667852_zpid/,"924 W Cucharras St, Colorado Springs, CO 80905",RE/MAX REAL ESTATE GROUP LLC,"$389,900",4,2,"2,110"
https://www.zillow.com/homedetails/1267-Karlann-Dr-Black-Hawk-CO-80422/79583027_zpid/,"1267 Karlann Drive, Black Hawk, CO 80422","MLS ID #2575928, SPIRIT BEAR REALTY","$595,000",4,2,"2,110"
https://www.zillow.com/homedetails/1219-23rd-Ln-Pueblo-CO-81006/14027967_zpid/,"1219 23rd Ln, Pueblo, CO 81006",ROCKY MOUNTAIN REALTY. Listing provided by PAR,"$380,000",3,2,"1,654"
https://www.zillow.com/homedetails/39-Pontiac-Rd-Woodland-Park-CO-80863/63565631_zpid/,"39 Pontiac Rd, Woodland Park, CO 80863",LIFE HOUSE REAL ESTATE GROUP,"$410,000",3,2,"1,654"
https://www.zillow.com/homedetails/834-S-York-St-Denver-CO-80209/13354821_zpid/,"834 S York Street, Denver, CO 80209","MLS ID #2743429, LIV SOTHEBY'S INTERNATIONAL REALTY","$2,225,000",3,2,"1,654"
https://www.zillow.com/homedetails/1260-N-Ginger-Ln-Pueblo-West-CO-81007/109719495_zpid/,"1260 N Ginger Ln, Pueblo West, CO 81007",REDFIN CORPORATION,"$474,950",3,2,"1,654"
https://www.zillow.com/homedetails/2011-W-Scott-Pl-Denver-CO-80211/13299006_zpid/,"2011 W Scott Place, Denver, CO 80211","MLS ID #8218151, COLORADO HOME REALTY","$495,000",3,2,"1,654"
https://www.zillow.com/homedetails/11203-Keota-St-Parker-CO-80134/13471300_zpid/,"11203 Keota Street, Parker, CO 80134","MLS ID #8702360, MADISON & COMPANY PROPERTIES","$669,900",3,2,"1,654"
https://www.zillow.com/homedetails/43343-Peak-To-Peak-Hwy-Ward-CO-80481/68046251_zpid/,"43343 Peak to Peak Hwy, Ward, CO 80481","RE/MAX ALLIANCE-NEDERLAND, Catherine Camp","$799,000",3,2,"1,654"
https://www.zillow.com/homedetails/426-Buena-Vista-Rd-Golden-CO-80401/2071262935_zpid/,"426 Buena Vista Road, Golden, CO 80401","MLS ID #4929085, STRATEGIC REAL ESTATE AND DEVELOPMENT SERVICES","$1,250,000",3,2,"1,654"
https://www.zillow.com/homedetails/1292-20-1-2-Ln-Pueblo-CO-81006/14028004_zpid/,"1292 20 1/2 Ln, Pueblo, CO 81006",ROCKY MOUNTAIN REALTY. Listing provided by PAR,"$325,000",5,2,"1,920"
https://www.zillow.com/homedetails/22685-Cow-Cir-Ramah-CO-80832/91772741_zpid/,"22685 Cow Circle, Ramah, CO 80832","MLS ID #2133740, THE AGENCY - DENVER","$475,000",5,2,"1,920"
https://www.zillow.com/homedetails/389-Squirrel-Dr-Pagosa-Springs-CO-81147/96836122_zpid/,"389 Squirrel Dr, Pagosa Springs, CO 81147",,"$725,000",5,2,"1,920"
https://www.zillow.com/homedetails/9595-Pecos-St-Thornton-CO-80260/126048307_zpid/,"9595 Pecos Street, Thornton, CO 80260","MLS ID #3337145, KELLER WILLIAMS REALTY DOWNTOWN LLC","$140,000",5,2,"1,920"
https://www.zillow.com/homedetails/10093-Hillside-Rd-Montrose-CO-81403/111194485_zpid/,"10093 Hillside Rd, Montrose, CO 81403",,"$445,000",5,2,"1,920"
https://www.zillow.com/homedetails/309-Pecos-Ct-Moffat-CO-81143/442696880_zpid/,"309 Pecos Ct, Moffat, CO 81143",HOMESMART PREFERRED REALTY,"$149,999",5,2,"1,920"
https://www.zillow.com/homedetails/7704-E-158th-Pl-Brighton-CO-80602/103007119_zpid/,"7704 E 158th Pl, Thornton, CO 80602","RE/MAX NORTHWEST, Deano Makowsky","$600,000",5,2,"1,920"
https://www.zillow.com/homedetails/201-Aspen-Dr-Cimarron-CO-81220/128491528_zpid/,"201 Aspen Dr, Cimarron, CO 81220",,"$599,000",5,2,"1,920"
https://www.zillow.com/homedetails/720-Gcr-853-wolverine-Way-Tabernash-CO-80478/442628537_zpid/,"720 GCR 853/Wolverine Way, Tabernash, CO 80478",BERKSHIRE HATHAWAY HOMESERVICES COLORADO REAL ESTATE,"$1,079,000",5,2,"1,920"
